siec,unit,geo\time	2022M04 	2022M03 	2022M02 	2022M01 	2021M12 	2021M11 	2021M10 	2021M09 	2021M08 	2021M07 	2021M06 	2021M05 	2021M04 	2021M03 	2021M02 	2021M01 	2020M12 	2020M11 	2020M10 	2020M09 	2020M08 	2020M07 	2020M06 	2020M05 	2020M04 	2020M03 	2020M02 	2020M01 	2019M12 	2019M11 	2019M10 	2019M09 	2019M08 	2019M07 	2019M06 	2019M05 	2019M04 	2019M03 	2019M02 	2019M01 	2018M12 	2018M11 	2018M10 	2018M09 	2018M08 	2018M07 	2018M06 	2018M05 	2018M04 	2018M03 	2018M02 	2018M01 	2017M12 	2017M11 	2017M10 	2017M09 	2017M08 	2017M07 	2017M06 	2017M05 	2017M04 	2017M03 	2017M02 	2017M01 	2016M12 	2016M11 	2016M10 	2016M09 	2016M08 	2016M07 	2016M06 	2016M05 	2016M04 	2016M03 	2016M02 	2016M01 
G3000,GWH,IE	: 	1130.536 	785.764 	1284.871 	1079.121 	1147.128 	1021.739 	1207.429 	1322.167 	1342.993 	1193.044 	988.625 	1224.695 	1237.609 	909.638 	1317.913 	1232.838 	1137.129 	1091.543 	1381.600 	1501.692 	1445.159 	1366.531 	1398.017 	1263.881 	1117.560 	951.253 	1173.909 	1090.237 	1312.534 	1197.346 	1135.898 	1164.233 	1541.377 	1371.465 	1544.862 	1285.770 	1088.330 	852.152 	1231.460 	1098.481 	1195.905 	1300.177 	1169.378 	1438.671 	1672.965 	1600.543 	1368.560 	1124.756 	1067.655 	894.211 	938.011 	1024.380 	1215.949 	1161.437 	1257.956 	1421.376 	1477.708 	1293.201 	1223.282 	1261.640 	1110.985 	907.901 	1203.019 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G3000,GWH,IS	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G3000,GWH,IT	: 	: 	: 	: 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G3000,GWH,LT	: 	: 	15.402 e	20.885 e	70.636 e	17.049 e	48.614 e	160.618 e	57.251 e	106.461 e	162.938 e	60.694 e	79.058 e	94.992 e	108.658 e	106.944 e	147.953 e	119.431 e	135.740 e	199.217 e	243.251 e	196.585 e	195.161 e	102.796 e	38.196 e	42.188 e	57.049 e	27.995 e	29.311 e	28.444 e	46.900 e	39.400 e	25.500 e	28.625 e	30.407 e	50.383 e	36.484 e	37.824 e	49.748 e	31.490 e	3.660 e	2.326 e	20.933 e	14.138 e	22.394 e	18.671 e	2.582 e	48.840 e	34.140 e	45.464 e	33.169 e	37.693 e	41.165 e	45.122 e	39.968 e	32.911 e	24.509 e	10.906 e	41.241 e	83.255 e	42.570 e	50.230 e	37.764 e	48.850 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G3000,GWH,LU	: 	: 	1.616 e	1.836 e	21.207 e	19.944 e	13.768 e	7.476 e	8.008 e	8.090 e	7.327 e	15.068 e	16.966 e	19.304 e	20.266 e	23.464 e	17.858 e	22.943 e	12.170 e	8.510 e	5.708 e	5.917 e	7.154 e	9.187 e	11.015 e	19.314 e	20.128 e	22.099 e	18.471 	17.457 	12.831 	7.816 	7.199 	7.313 	8.229 	13.225 	15.147 	21.510 	21.571 	26.132 	24.976 	22.783 	15.209 	8.848 	7.988 	6.966 	9.041 	10.569 	14.469 	24.409 	24.123 	25.046 	22.000 e	22.469 	17.084 	12.909 	10.904 	11.940 	12.099 	14.635 	18.206 e	23.182 e	23.676 e	29.150 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G3000,GWH,LV	: 	23.000 	60.000 	198.000 	310.000 	173.000 	105.000 	180.000 	29.000 	172.000 	110.000 	25.000 	66.000 	218.000 	316.000 	327.000 	245.000 	226.000 	144.000 	159.000 	256.000 	78.000 	245.000 	147.000 	81.000 	95.000 	145.000 	140.000 	191.000 	234.000 	271.000 	401.000 	373.000 	229.000 	262.000 	176.000 	121.000 	201.000 	232.000 	417.000 	359.000 	330.000 	240.000 	249.000 	320.000 	235.000 	145.000 	80.000 	128.000 	404.000 	402.000 	273.000 	158.000 	176.000 	165.000 	97.000 	77.000 	127.000 	136.000 	91.000 	138.000 	148.000 	356.000 	403.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G3000,GWH,MD	: 	: 	105.487 	141.864 	119.883 	100.474 	20.476 	9.454 	5.214 	5.432 	12.284 	29.289 	67.685 	131.976 	140.284 	137.600 	141.007 	113.679 	235.848 	72.659 	5.541 	6.115 	34.139 	32.535 	49.313 	89.482 	97.281 	111.334 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G3000,GWH,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G3000,GWH,MK	: 	: 	137.904 	104.763 	188.917 	159.921 	168.665 	158.485 	157.667 	146.228 	67.702 	23.349 	1.020 	159.043 	140.268 	157.486 	159.415 	158.352 	76.857 	157.434 	158.881 	153.511 	71.936 	0.000 	17.861 	1.217 	49.761 	107.203 	77.442 	50.400 	66.967 	154.179 	136.784 	157.534 	110.027 	0.130 	0.000 	0.000 	59.151 	117.519 	75.897 	74.278 	87.247 	84.086 	0.000 	0.000 	0.000 	0.034 	2.940 	67.611 	137.354 	112.578 	108.321 	115.377 	75.268 	44.297 	87.367 	76.832 	0.514 	0.000 	0.000 	7.880 	121.043 	165.466 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G3000,GWH,MT	: 	149.170 	133.484 	144.168 	132.658 	126.708 	145.492 	144.409 	204.335 	209.223 	181.976 	158.987 	165.032 	130.865 	127.005 	127.391 	119.821 	86.811 	132.940 	156.911 	184.890 	181.217 	158.686 	140.882 	133.065 	148.102 	167.685 	173.134 	139.086 	121.403 	149.282 	150.810 	192.711 	172.844 	164.499 	142.117 	125.509 	123.581 	126.192 	167.748 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G3000,GWH,NL	: 	: 	3485.927 	5068.394 	5007.481 	5225.224 	3176.824 	3796.293 	2517.200 	4017.375 	4780.527 	4237.791 	4531.602 	6070.745 	5860.451 	6086.971 	6120.870 	5916.833 	5481.552 	5732.896 	6923.333 	6723.126 	5683.439 	5402.220 	4547.887 	5345.940 	5882.276 	7505.189 	5552.596 	6224.601 	6529.843 e	6154.767 	5745.342 	5616.206 	4907.664 	5636.262 	4703.507 	5733.352 	5878.907 	6489.219 	5526.000 	5785.000 	4361.000 	3100.000 	3358.000 e	4816.000 e	4683.000 e	4683.000 e	4876.000 e	5122.000 e	5418.000 e	5049.000 e	5797.000 e	6376.000 e	4596.000 e	3664.000 e	3276.000 e	: u	3866.000 e	5029.000 e	4531.000 e	4908.000 e	4473.000 e	6050.000 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G3000,GWH,NO	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	24.696 	137.342 	207.647 	205.758 	130.265 	145.678 	203.068 	204.454 	198.710 	210.843 	205.630 	203.692 	203.088 	181.522 	185.702 	191.503 	200.397 	208.946 	212.452 	214.769 	186.005 	185.801 	222.272 	211.367 	204.296 	223.283 	221.227 	224.321 	: c	: c	217.159 	223.259 	201.951 	223.449 	223.154 	219.013 	220.839 	208.307 	224.194 	230.232 	168.043 	144.391 	218.706 	228.449 	212.917 	223.162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G3000,GWH,PL	: 	: 	1068.909 	1313.341 	1321.282 	1439.005 	1330.127 	1132.046 	1188.669 	1258.564 	1256.825 	1179.843 	1114.230 	1176.306 	1218.962 	1560.463 	1653.226 	1565.729 	1358.012 	1232.744 	1170.707 	1325.270 	1037.045 	1234.188 	1264.294 	1353.571 	1237.980 	1341.414 	1624.489 	1317.927 	1209.739 	924.877 	1271.458 	1158.824 	976.285 	1142.303 	1338.770 	1227.542 	1067.131 	1201.001 	1179.149 	1001.060 	936.833 	766.927 	1118.823 	1026.282 	872.724 	914.771 	907.569 	1211.641 	1074.622 	1064.163 	953.376 	951.594 	915.309 	699.763 	593.391 	635.678 	610.333 	619.107 	820.138 	780.426 	677.058 	762.312 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G3000,GWH,PT	: 	: 	1227.394 	1432.335 	1155.617 	1422.751 	1340.872 	1527.230 	1177.033 	1312.374 	1073.939 	915.802 	1365.237 	841.346 	528.557 	1204.294 	1019.748 	1452.190 	1612.017 	1932.396 	1820.100 	1946.918 	1321.840 	907.694 	559.312 	1060.290 	1245.830 	1645.031 	1104.280 	1485.729 	1690.178 	1618.121 	1702.831 	1876.466 	1659.530 	1362.666 	983.000 	650.000 	822.000 	1150.000 	885.000 	1193.000 	1206.000 	1606.000 	1623.000 	1724.000 	1410.000 	958.000 	577.000 	600.000 	1134.000 	1515.000 	1180.000 	1544.000 	1311.000 	1630.112 	2066.968 	1990.304 	1662.126 	1425.646 	1120.268 	1246.695 	1135.506 	1437.726 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G3000,GWH,RO	: 	523.000 	961.000 	1035.000 	1026.000 	927.000 	727.000 	633.000 	667.000 	691.000 	541.000 	407.000 	462.000 	857.000 	802.000 	969.000 	996.000 	909.000 	437.000 	673.000 	673.000 	695.000 	452.000 	215.000 	335.000 	571.000 	924.000 	1173.000 	903.000 	830.000 	789.000 	517.000 	506.000 	525.000 	208.000 	249.000 	319.000 	669.000 	957.000 	1112.000 	1163.000 	1018.000 	872.000 	622.000 	674.000 	433.000 	561.000 	398.000 	248.000 	730.000 	966.000 	1022.000 	1045.000 	984.000 	615.000 	515.000 	622.000 	569.000 	316.000 	329.000 	556.000 	859.000 	988.000 	1153.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G3000,GWH,RS	: 	55.009 e	43.548 e	47.980 e	48.207 e	48.370 e	51.905 e	44.679 e	45.800 e	45.544 e	36.221 e	33.694 e	43.542 e	59.588 e	53.831 e	59.125 e	57.026 e	52.586 e	49.045 e	44.571 e	45.271 e	40.729 e	36.596 e	38.519 e	42.964 e	53.655 e	53.747 e	58.556 e	46.820 e	41.582 e	40.995 e	35.311 e	38.369 e	35.818 e	31.848 e	31.827 e	38.342 e	51.559 e	41.942 e	46.127 e	31.229 e	30.613 e	30.744 e	24.673 e	22.393 e	22.596 e	24.004 e	21.182 e	21.822 e	27.872 e	27.145 e	33.376 e	17.494 e	14.116 e	17.981 e	17.077 e	17.106 e	16.950 e	14.304 e	14.092 e	13.788 e	13.254 e	17.312 e	21.271 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G3000,GWH,SE	: 	8.000 	12.000 	30.000 	114.550 	23.170 	13.040 	7.920 	6.190 	3.710 	2.330 	2.160 	6.620 	11.980 	84.270 	95.230 	15.658 	8.985 	8.042 	10.136 	16.603 	15.938 	0.207 	3.112 	0.362 	2.804 	13.055 	12.817 	24.993 	16.548 	6.960 	3.355 	3.793 	2.962 	3.853 	3.052 	48.499 	108.541 	130.867 	185.999 	121.352 	52.738 	16.129 	3.672 	3.339 	3.318 	3.801 	2.747 	10.154 	125.319 	169.243 	111.118 	81.469 	50.345 	13.002 	3.652 	3.304 	3.311 	3.135 	2.685 	10.602 	48.010 	85.319 	96.754 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G3000,GWH,SI	: 	: 	37.979 	43.192 	34.987 	29.497 	27.475 	17.859 	17.109 	16.968 	28.157 	20.287 	30.866 	46.928 	46.442 	48.593 	52.581 	51.257 	30.765 	32.234 	29.758 	28.296 	13.660 	26.402 	29.729 	44.622 	44.619 	53.419 	46.355 	42.707 	38.734 	22.436 	29.738 	18.016 	15.928 	22.187 	25.131 	40.777 	38.699 	53.500 	39.029 	35.303 	30.058 	17.062 	15.813 	15.095 	16.635 	20.297 	22.869 	41.602 	47.411 	44.607 	36.419 	32.418 	25.429 	17.034 	18.652 	15.838 	16.782 	18.459 	26.227 	38.227 	44.090 	59.069 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G3000,GWH,SK	: 	194.000 	256.000 	333.000 	373.000 	385.000 	308.000 	332.000 	217.000 	285.000 	338.000 	225.000 	408.000 	481.000 	432.000 	481.000 	360.000 	325.000 	312.000 	311.000 	307.000 	218.000 	283.000 	261.000 	237.000 	254.000 	283.000 	354.000 	255.000 	261.000 	274.000 	238.000 	221.000 	231.000 	196.000 	214.000 	162.000 	232.000 	221.000 	253.000 	129.000 	109.000 	92.000 	180.000 	149.000 	91.000 	48.000 	51.000 	79.000 	121.000 	118.000 	124.000 	122.000 	108.000 	94.000 	82.000 	80.000 	77.000 	78.000 	78.000 	92.000 	102.000 	101.000 	129.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G3000,GWH,TR	: 	: 	5495.321 	6916.664 	8285.113 	8027.902 	10425.645 	10617.644 	11804.328 	10516.936 	9726.878 	6842.301 	5426.800 	8038.776 	6198.835 	8180.498 	8760.729 	8081.218 	8105.358 	7982.939 	7219.076 	6441.071 	3494.287 	1612.055 	1430.436 	2375.827 	4704.813 	6921.368 	6161.351 	5393.589 	4767.178 	4911.310 	5182.257 	5946.301 	3021.614 	2885.119 	3060.205 	4210.452 	3506.639 	5327.647 	6825.151 	6678.313 	7839.709 	8641.312 	7655.691 	10422.656 	6119.139 	5680.271 	6359.165 	6291.096 	7345.360 	8700.511 	8721.054 	10794.945 	10141.910 	9783.709 	10628.978 	10974.359 	7718.013 	7314.501 e	7211.003 e	8058.777 e	7916.596 e	7269.101 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G3000,GWH,UA	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
G3000,GWH,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9684.009 	9960.899 	10075.097 	9693.837 	8572.873 	6884.743 	7300.905 	9731.881 	7590.039 	9469.867 	9848.697 	12170.265 	11084.219 	8615.733 	8286.737 	11278.479 	10464.368 	11103.843 	11071.306 	10382.710 	10827.894 	14863.467 	11592.310 	10466.725 	10745.975 	7523.748 	9563.150 	11435.228 	10119.013 	10237.345 	11168.442 	11396.612 	11506.599 	13325.599 	12052.560 	12525.684 	10896.620 	9832.185 	9114.412 	9790.550 	9120.039 	10419.689 	10881.318 	11582.379 	10234.417 	12898.223 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N9000,GWH,AL	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N9000,GWH,AT	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
N9000,GWH,BA	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N9000,GWH,BE	: 	: 	3663.936 	4436.416 	4378.019 	3527.662 	4148.375 	3576.905 	4139.020 	4283.092 	3968.818 	3822.714 	3758.651 	4385.725 	4029.662 	3873.052 	3264.047 	2991.511 	2525.540 	2569.728 	2023.810 	2163.570 	2143.455 	3024.757 	2943.506 	3045.480 	2855.621 	3054.761 	3715.105 	3239.582 	3148.338 	4104.535 	4190.640 	3566.664 	2899.728 	3659.222 	3547.155 	3526.849 	2805.115 	2903.726 	1624.478 	1124.104 	988.662 	1373.194 	1873.187 	2169.923 	2071.941 	2431.647 	2706.032 	3630.494 	3332.670 	3669.296 	3644.106 	2915.559 	2927.463 	3606.468 	4105.565 	4087.088 	3590.754 	2661.536 	2053.912 	3471.138 	3348.543 	3618.799 	3505.000 	2792.000 	2258.000 	3048.000 	3925.000 	3530.000 	3121.000 	3155.000 	3755.000 	4048.000 	3913.000 	4234.000 
N9000,GWH,BG	: 	: 	1389.431 	1539.181 	1534.717 	1466.962 	753.933 	1364.466 	1466.382 	1459.986 	1410.021 	781.924 	1090.098 	1510.119 	1354.824 	1457.399 	1487.928 	1446.393 	920.059 	1195.389 	1482.825 	1494.902 	1451.806 	886.070 	941.924 	1514.379 	1433.063 	1532.529 	1532.836 	1432.184 	918.528 	1193.353 	1462.872 	1440.786 	1215.830 	750.235 	1431.420 	1495.897 	1352.143 	1486.361 	1477.001 	1423.225 	936.733 	995.266 	1438.757 	1443.489 	1393.287 	735.779 	1117.423 	1489.198 	1348.065 	1492.979 	1485.550 	1396.070 	831.264 	991.449 	1404.488 	1374.420 	1155.032 	713.350 	1155.655 	1452.532 	1311.012 	1447.545 	1446.000 	1161.000 	716.000 	1325.000 	1425.000 	1388.000 	1389.000 	1056.000 	847.000 	1404.000 	1323.000 	1454.000 
N9000,GWH,CY	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
N9000,GWH,CZ	: 	: 	2432.320 	2600.068 	2602.978 	2729.402 	2941.082 	2664.092 	2202.091 	1952.256 	2270.494 	2289.079 	2003.518 	2456.864 	2335.891 	2596.919 	2583.593 	2360.837 	2581.200 	2697.266 	2607.832 	2100.371 	2336.048 	2506.546 	1752.236 	2136.066 	2292.120 	2418.214 	2587.698 	2780.921 	2813.926 	2244.127 	2092.030 	1776.466 	2215.455 	2746.674 	2103.238 	2168.537 	2459.529 	2593.629 	2655.310 	2562.448 	2522.541 	2407.632 	2125.654 	1950.178 	2402.616 	2617.391 	2288.238 	2651.338 	1965.255 	2106.820 	2315.422 	2629.645 	2574.768 	2386.707 	2162.556 	1591.881 	1723.452 	2107.941 	2506.017 	2308.125 	2033.395 	2445.657 	1960.000 	1747.000 	1402.000 	866.000 	1482.000 	1732.000 	1800.000 	2392.000 	2415.000 	2586.000 	2158.000 	2189.000 
N9000,GWH,DE	: 	: 	2690.747 	2900.984 	5599.759 	5604.286 	5303.328 	5456.318 	5792.588 	5517.204 	4944.050 	5279.611 	5147.874 	5503.866 	5369.449 	5925.936 	5842.473 	4787.898 	5129.901 	5290.334 	5590.203 	4229.395 	4658.018 	4286.108 	4724.670 	5401.548 	5165.336 	5810.884 	6521.292 	6453.344 	6742.372 	5790.504 	5470.171 	5430.178 	4565.842 	4615.676 	5683.884 	6710.874 	6192.543 	6815.494 	6869.024 	6451.267 	5750.399 	5603.204 	6613.094 	6216.572 	5774.157 	4866.151 	5170.540 	6170.145 	6093.232 	6696.348 	7244.367 	6906.722 	7362.714 	6392.128 	7089.106 	5339.723 	6343.615 	5645.533 	4754.298 	4836.597 	4537.316 	5702.864 	6275.000 	7394.000 	7801.000 	6834.000 	7000.000 	6131.000 	5959.000 	4860.000 	5111.000 	7671.000 	7204.000 	7798.000 
N9000,GWH,DK	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
N9000,GWH,EA19	: 	: 	44574.539 	51937.021 	49730.542 	47240.019 	48963.546 	46479.595 	48200.588 	47457.049 	43428.492 	44285.333 	43534.016 	50555.068 	47989.692 	56494.090 	52879.183 	48094.861 	44248.147 	37942.844 	39361.434 	38057.216 	35215.531 	38670.610 	42458.877 	48410.217 	50101.458 	55815.787 	51871.941 	46401.924 	47320.999 	45968.815 	46420.134 	47261.307 	43909.412 	47474.990 	49485.481 	55189.404 	53642.903 	59203.940 	55939.342 	48147.831 	47129.422 	45317.705 	44408.201 	46698.410 	43225.840 	44704.363 	45568.859 	54238.342 	54288.374 	60527.403 	57566.356 	47901.985 	46433.115 	47892.900 	48653.284 	45563.246 	43665.692 	45591.660 	47005.302 	52033.580 	50170.504 	59295.771 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N9000,GWH,EE	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
N9000,GWH,EL	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
N9000,GWH,ES	: 	: 	4771.059 	5048.327 	3922.864 	3562.358 	4748.395 	4890.507 	5150.264 	5119.329 	3684.384 	4373.251 	4197.333 	4833.136 	4358.515 	5199.741 	5270.811 	4639.756 	4528.344 	4871.209 	5151.912 	5159.019 	3621.381 	3078.978 	4085.605 	5174.945 	4885.683 	5289.227 	4350.071 	3427.526 	4530.669 	4995.508 	5068.144 	5123.112 	4647.877 	3976.917 	4621.663 	5274.747 	4766.786 	5041.367 	4286.761 	3829.983 	5150.672 	5013.035 	5135.725 	4471.024 	3610.142 	3746.265 	3833.973 	4499.950 	4594.563 	5098.707 	5037.240 	3615.671 	4310.226 	4725.631 	5081.284 	4401.573 	4062.822 	4143.784 	4931.153 	5270.734 	4768.268 	5285.374 	4341.000 	3775.000 	5101.000 	5013.000 	5151.000 	5181.000 	4819.000 	3892.000 	5056.000 	5192.000 	3962.000 	4616.000 
